size,nb_rooms,garden,orientation,price
212.92989618518587,2,1,Ouest,312454.1768045082
96.74044332865306,2,0,Est,223204.19424322539
207.93509407586703,3,0,Ouest,281391.0642082311
182.68407328099744,1,1,Est,281594.77799820213
170.6297530110088,2,1,Nord,281540.2801041191
155.2293476184468,3,1,Nord,297309.6297087394
136.67940438653852,2,0,Nord,221621.75216202968
78.95995261427335,3,0,Nord,217168.6662656359
196.3172992486804,2,1,Sud,327816.5890098269
242.15416824606282,2,1,Sud,337216.3055728618
128.74643395672734,2,1,Sud,308951.19169706013
197.34067891812464,2,0,Nord,238049.37687391456
228.3624594202966,1,1,Est,291588.6595019229
147.1482719413791,2,1,Est,291919.61243657465
106.36906285475523,1,1,Ouest,261432.24383502398
159.746477990965,3,1,Est,315592.2803860654
158.67449088130593,3,1,Ouest,319291.178993837
122.05881576246266,3,1,Ouest,307569.80881057837
149.54319068402327,3,0,Sud,285641.251093809
100.89931296252342,1,1,Ouest,259079.3339070455
161.71191247832454,3,1,Nord,299139.155304544
190.6435464517981,1,1,Ouest,287503.6702940333
47.13264948311581,3,1,Ouest,265328.23286238394
122.2730454087938,2,1,Ouest,287648.07994017994
176.42880842204468,1,0,Sud,253035.62521171517
168.74872898610687,3,0,Sud,291044.3675481302
146.40659764542593,3,1,Nord,294693.76325045
263.5824875480293,1,0,Est,248016.88791891676
85.09372037594039,2,0,Ouest,221494.64136134333
197.92385304855915,2,1,Nord,288181.4946574494
167.29777839351294,2,0,Sud,270658.0705375039
128.71808859372965,1,0,Sud,238941.35959109492
63.83674634009358,3,0,Nord,207734.2632102171
105.44032959849459,2,0,Nord,210041.30442018528
135.25796771430342,3,1,Nord,291154.7459711785
110.60554819765903,3,0,Sud,272173.68436849106
135.63883437659638,2,1,Sud,311280.3539724433
123.58334065009221,3,1,Sud,327123.870264498
212.17674760060362,2,0,Ouest,262295.47301505436
158.75972525202405,1,0,Nord,208315.19362082198
103.08226091284158,3,1,Est,296033.1700562246
153.2349118873084,2,1,Nord,276731.4578916028
115.78121974414253,1,0,Ouest,215213.60204219157
94.37022815849173,2,0,Sud,245099.49051724226
131.9815683064109,2,1,Ouest,291059.4740505091
152.3864762459925,2,1,Est,293483.23262417165
135.6264738924261,3,0,Sud,281276.28304378013
212.57451105609906,1,1,Est,288379.3596366759
221.12069632543765,1,1,Ouest,294144.94100737583
133.0487514660565,1,0,Ouest,221419.1597813405
96.97538189417637,3,0,Sud,266312.2308878312
127.1759168935238,3,1,Est,305403.1651992626
49.1237571058263,2,1,Ouest,247152.2790241507
183.97888776432634,3,0,Ouest,275910.87642679806
156.5246183025604,3,1,Sud,337681.1788730297
146.90655943375882,1,0,Sud,244846.13236391908
187.67069262106324,3,0,Sud,295800.14077297354
169.3064987609215,2,1,Est,298191.98864216276
131.70651200622692,3,1,Nord,289966.3005975213
188.71379033228024,3,0,Est,273048.2456399797
133.45518840114872,1,0,Ouest,221555.39373051346
164.33938598520524,1,0,Est,226860.01107756974
78.26131843971108,2,0,Ouest,217773.75998946888
94.78685468010704,1,0,Sud,225295.64566755464
155.99416962654476,1,0,Est,224529.39008349393
104.80562755317189,2,1,Sud,299772.16688219854
213.31881430440606,3,0,Sud,301535.9111787055
114.53149523036308,2,0,Ouest,234729.44304451294
116.79153544463453,2,1,Sud,304601.23859971797
267.73721442242334,2,0,Ouest,272718.03018306167
163.4435180730818,1,0,Sud,249615.5220230018
218.88666231971237,2,1,Nord,292690.0509049406
160.75252496732938,3,0,Sud,288873.03946052556
126.42276870983771,3,1,Nord,288137.9700455845
142.73760609583016,3,0,Nord,243559.52558734897
235.631451986104,1,1,Sud,315992.6744142107
226.99511914445844,2,1,Sud,334319.58996588696
32.88082308692175,1,1,Sud,228528.21236523124
100.39956925706247,1,1,Nord,237858.0979435543
165.2850718334191,2,0,Nord,230116.6627057744
20.9589557378859,2,1,Nord,189012.87781659808
228.7150802209904,2,1,Nord,294657.78917079873
144.07236329648956,1,1,Ouest,274975.4703817548
117.56300464991338,2,0,Sud,254895.0026840632
99.14085461143024,1,0,Sud,227295.99834643336
157.0873387969558,2,1,Nord,277841.6445874035
140.2960353732382,3,0,Sud,282788.5753983701
68.79614253221932,1,0,Est,188051.04346469094
183.3613190908566,2,1,Nord,284760.38852599537
166.0695590595828,1,0,Ouest,231328.46111548145
90.48013267649114,2,0,Nord,203225.4818769077
121.42331881313076,2,1,Ouest,287336.818930043
231.58401558132627,1,1,Ouest,296216.31826916744
136.12959029986584,2,1,Sud,311441.68769986765
63.77775416854472,3,1,Nord,257693.3010047141
152.90766978215063,1,0,Sud,246635.87940849728
87.44571270513367,1,0,Sud,221707.5026616317
171.7681064626942,3,1,Sud,341837.762161401
146.0338521368335,3,0,Est,261579.8281110383
109.24688132655456,2,0,Est,228622.5001987719
115.59237943141106,3,0,Est,251140.7761873594
131.31667913001957,1,0,Nord,199833.91601633705
189.31614555187969,1,1,Nord,266190.8975998487
124.88116058453375,1,1,Ouest,268590.22313652595
103.66489023776164,3,0,Est,246284.36761804429
151.04321385396852,3,0,Ouest,267087.4151949977
152.83627610974358,2,1,Est,293615.00026296836
115.86861206785878,3,0,Ouest,255247.26485050714
128.5312824898769,3,1,Nord,288876.50870182854
123.32067604730247,2,0,Est,234028.89460544652
190.39251895381997,3,1,Nord,306444.68765481736
150.10049544704714,3,0,Est,262807.531669365
145.4722202024659,2,1,Nord,274407.6104278256
226.92278731637236,2,0,Est,261305.31137649599
146.3275230365162,3,1,Est,311669.61703026976
108.25658293792345,2,0,Nord,211216.45895482932
159.21655110562838,1,1,Nord,258443.68550536645
201.64391021457098,3,0,Nord,259015.26358406618
181.42365363000476,2,0,Est,251284.92871497065
167.22329889119897,3,0,Sud,290638.15156133816
223.87414633602674,3,0,Sud,303699.3403241582
147.30829170614942,3,1,Est,311968.1921679552
192.80409526060083,2,0,Nord,237008.1523774073
132.76369611234213,3,0,Ouest,261323.3651618052
149.14390386012633,3,1,Est,312521.73869728344
159.31331689725522,2,0,Ouest,249470.85589533747
117.47763024481998,3,0,Est,251862.58758023908
188.97811782682703,1,1,Nord,266110.9003287975
266.6904354320903,2,0,Nord,251542.404954315
43.11980477239004,1,0,Est,167410.8946253557
79.03258839632869,2,1,Nord,247209.5258006669
145.80087287172114,1,1,Ouest,275508.4677969925
82.54109200856635,1,1,Nord,229140.2383800876
105.31283162149089,2,0,Nord,209987.36952568975
147.4454299429103,1,0,Nord,205009.7837008887
192.30948966689814,3,0,Est,273893.1615080886
207.62255157800845,1,0,Nord,220323.69906630847
202.72642801169587,1,1,Nord,269255.01246096625
266.1313561179035,3,0,Ouest,292448.32285556704
151.53044082223306,1,1,Sud,296231.38846345246
218.36735027387903,3,1,Nord,312583.6475379573
239.49415097526642,1,1,Ouest,297721.309604141
200.28381267391853,2,0,Sud,278712.21619626577
125.39652476123217,1,0,Sud,237774.07943107386
227.843851163174,3,1,Est,331486.79542455554
159.43468881008664,2,1,Est,295504.9121403704
128.62046654536584,3,0,Est,255907.4811546125
106.01921766468914,2,1,Ouest,281285.37902050395
183.31751756874783,2,0,Est,251749.69592144
218.5043930823801,3,0,Est,279611.7510860957
133.31316945472958,1,1,Nord,250507.83714137736
85.2335923011698,3,0,Ouest,241567.69116313916
193.39533088349003,2,0,Est,254145.22431419857
102.10644226291275,2,1,Nord,258609.28435911657
234.55202835444845,2,1,Ouest,316786.93173128436
203.54224319130913,3,0,Nord,259434.85350454622
127.19849308714865,1,1,Est,265411.09055121813
72.7823699322307,1,1,Nord,223550.39159672428
115.9651062398112,3,1,Nord,284284.4043872323
150.7343812569172,2,0,Nord,225995.91752118024
154.4125808867878,2,0,Nord,227073.7526734825
151.48584884909826,3,1,Est,313218.23087893444
144.80598098994489,1,0,Sud,244202.45782754416
51.014044590984525,1,1,Nord,207818.1196681042
176.4120281977893,1,0,Est,230031.3691621621
199.38375888027335,2,1,Nord,288510.54450867034
121.9217795269577,3,1,Sud,326519.66964225547
181.25462035908578,1,0,Nord,214243.21250493763
135.30153319957185,3,0,Ouest,262169.13143084664
201.5403875925353,1,0,Nord,218992.26902026808
170.28596542921753,1,0,Sud,251450.05124885374
17.556414521256613,2,1,Est,198436.6986508229
166.5097373552133,1,1,Nord,260446.86673677285
192.80389128101342,1,1,Nord,267008.1050147019
175.9818478264852,3,1,Sud,342922.1227697952
179.61431416120826,3,0,Ouest,274836.3753543567
127.9444505446015,2,0,Sud,258672.1763059008
133.85159371844813,1,0,Est,217687.86905862094
77.13846258778025,2,1,Est,263131.70864505577
193.56168072988393,1,1,Ouest,288183.7156812167
145.31841062936462,3,1,Nord,294360.33137790114
225.2518395636688,3,1,Nord,313974.19209468085
198.75188186761682,1,1,Ouest,289368.4202572417
200.56834880501847,3,0,Sud,298775.7835753344
145.6036223824748,3,1,Ouest,315447.96242984984
142.37184975769992,2,1,Sud,313444.87214223226
273.17786305136235,3,1,Est,339619.96639566973
148.20262720389167,1,0,Ouest,226238.73832989114
196.30962214645504,1,0,Ouest,238814.83814296272
130.63893223944308,2,1,Nord,269602.8265771527
254.42595119236825,1,1,Nord,279431.9646793547
135.09657628089104,1,0,Est,218101.41390447525
126.24422092324993,2,1,Nord,268074.87076660455
159.78020839725633,3,1,Sud,338601.7220178362
91.4280990476955,2,0,Sud,243689.39655995692
87.13689651966112,3,0,Ouest,242550.10615950872
93.70031400221728,3,1,Est,291782.27921747306
202.749884822483,3,0,Ouest,280260.1934074573
79.60183396615412,3,0,Nord,217528.46314293004
147.5497664690656,2,1,Sud,315041.4013427015
113.27100349847734,1,0,Est,210235.77829226578
220.94491353025018,1,0,Sud,263109.3146223506
172.11651302432233,2,0,Est,248928.41840740063
223.10841497672322,1,1,Est,290545.8468589473
40.17512108870358,3,0,Sud,227302.53976005304
122.58328864855936,1,0,Sud,236761.18988482156
168.38101888352054,2,1,Sud,320946.78270808107
136.3202189441683,1,0,Ouest,222504.20033485015
136.09747416064673,3,1,Ouest,312431.1473378191
190.02176742327018,1,1,Ouest,287357.43242039584
172.91268239426924,1,0,Nord,212134.90065719967
145.76241854781566,2,1,Ouest,295496.6785533355
91.46834247220173,1,1,Nord,233708.9854078167
182.1139931194071,1,0,Ouest,235454.89924595418
170.38667156220941,1,1,Est,278476.50084316556
72.38664509270266,3,0,Est,230308.3887445094
197.31149318611634,3,0,Sud,298042.7546591122
